aluguel,areaTotal,areaUsavel,bairro,banheiros,cidade,codImovel,condominio,garagem,idadeImovel,lat,lon,quartos,suite,valorDeVenda
1305.0,50,33,Alto da XV,1,Curitiba,2947849735,200.0,1,3,-25.4329827,-49.254956100000015,1,0,0.0
950.0,72,62,Santa Cândida,1,Curitiba,2947377462,380.0,1,4,-25.3833523,-49.23465250000004,2,0,0.0
1300.0,20,20,Guaíra,0,Curitiba,2938083062,220.0,0,NaN,-25.478282928466797,-49.28706359863281,0,2,0.0
1810.0,53,53,Centro,1,Curitiba,2947941785,500.0,1,NaN,-25.435827,-49.277077,1,1,0.0
1550.0,80,63,Jardim Botânico,1,Curitiba,2948532113,530.0,1,14,16.0,22.0,2,1,0.0
1970.0,148,148,Mercês,3,Curitiba,2948710081,441.0,0,NaN,-25.4216937,-49.2900433,2,1,0.0
3800.0,334,203,Água Verde,5,Curitiba,2946354714,2076.0,2,33,-25.447338104248047,-49.28744888305664,4,2,0.0
1100.0,82,51,Tingui,1,Curitiba,2944508009,380.0,1,8,-25.382901,-49.224716400000034,2,0,0.0
3000.0,40,40,Centro,1,Curitiba,2947564114,700.0,1,NaN,-25.4348387,-49.2786992,1,1,0.0
650.0,50,50,Alto Boqueirão,1,Curitiba,2948418335,250.0,1,NaN,-25.528871,-49.255652,2,0,0.0
1150.0,55,55,Cristo Rei,1,Curitiba,2948761389,490.0,1,NaN,-25.4360668,-49.2418188,2,0,0.0
950.0,70,67,Centro,1,Curitiba,2944283056,68.0,0,74,-25.4292635,-49.2727668,2,0,0.0
1600.0,125,84,Portão,1,Curitiba,2948191882,390.0,0,NaN,-25.47178077697754,-49.31406021118164,3,1,0.0
950.0,60,60,Alto Boqueirão,1,Curitiba,2948418019,450.0,1,NaN,-25.5333346,-49.2413537,3,0,0.0
642.0,48,48,Santa Cândida,1,Curitiba,2948739691,218.0,1,NaN,-25.3523279,-49.2463544,2,0,0.0
9000.0,426,220,Água Verde,0,Curitiba,2947009115,1930.0,3,NaN,-25.4488676,-49.286579399999994,3,3,0.0
1700.0,86,86,Centro Cívico,0,Curitiba,2924770298,569.0,3,NaN,-25.4228267,-49.2693572,0,42,0.0
1600.0,99,73,Santa Felicidade,2,Curitiba,2948921745,350.0,1,24,-25.398441314697266,-49.33304214477539,3,1,0.0
1295.0,30,30,Centro,1,Curitiba,2948680061,618.0,0,6,-25.4351674,-49.2754909,1,0,0.0
3500.0,108,75,Vila Izabel,1,Curitiba,2948309550,600.0,1,NaN,-25.4594914,-49.2893958,2,1,510000.0
1800.0,144,88,Água Verde,2,Curitiba,2939768384,560.0,2,15,-25.461143493652344,-49.28126907348633,3,1,0.0
1390.0,45,35,Portão,1,Curitiba,2948575265,570.0,1,6,-25.47503089904785,-49.291927337646484,1,0,0.0
1450.0,28,28,Alto da XV,1,Curitiba,2948687803,378.0,0,1,-25.4271538,-49.2488975,1,0,0.0
1050.0,76,55,Fanny,1,Curitiba,2945478581,230.0,1,5,-25.56532859802246,-49.30906295776367,2,1,0.0
1150.0,30,30,Centro,1,Curitiba,2948680106,495.0,0,13,-25.4351674,-49.2754909,1,0,0.0
2200.0,150,145,Vila Izabel,2,Curitiba,2948006535,600.0,2,15,-25.4539064437012,-49.296828584655714,3,1,0.0
2500.0,139,71,Santo Inácio,1,Curitiba,2948658626,450.0,2,NaN,-25.4269414,-49.33050979999999,3,1,0.0
8000.0,410,243,Portão,6,Curitiba,2948263488,1100.0,3,NaN,-25.4686972,-49.2953006,3,2,0.0
265000.0,114,74,Água Verde,2,Curitiba,2944772856,400.0,1,NaN,-25.45884895324707,-49.283653259277344,2,1,0.0
1600.0,134,75,Santa Felicidade,2,Curitiba,2948844173,350.0,1,NaN,-25.407268524169922,-49.34300994873047,3,1,0.0
2000.0,64,35,Centro,1,Curitiba,2947581175,670.0,1,NaN,-25.4348387,-49.278699200000005,1,0,400000.0
1600.0,101,101,Água Verde,2,Curitiba,2932469418,590.0,1,10,-25.457996368408203,-49.29029846191406,3,1,350000.0
1000.0,41,41,Centro,1,Curitiba,2948709567,300.0,0,NaN,-25.4291336,-49.2692175,1,1,0.0
1300.0,130,86,Centro,1,Curitiba,2948075178,570.0,2,NaN,-25.477134704589844,-49.2883415222168,3,0,398000.0
970.0,58,58,Campo Comprido,1,Curitiba,2948400944,350.0,1,NaN,-25.4684475,-49.3253055,3,0,0.0
1450.0,67,67,Batel,1,Curitiba,2948680067,550.0,1,29,-25.4429635,-49.2889554,3,0,0.0
1500.0,150,137,Centro,3,Curitiba,2929113773,455.0,0,20,-25.4266768,-49.27048990000003,3,0,0.0
4500.0,143,92,Cabral,1,Curitiba,2947642713,597.0,2,NaN,-25.4085206,-49.25368789999999,1,1,890000.0
580.0,41,41,Sítio Cercado,1,Curitiba,2948663548,0.0,1,NaN,-25.5395011,-49.2590971,1,1,0.0
5800.0,200,160,Champagnat,5,Curitiba,2929177174,1060.0,2,10,-25.431180953979492,-49.29158401489258,3,3,0.0
1200.0,35,25,Mercês,0,Curitiba,2945435904,252.0,0,2,-25.4268815,-49.28566790000002,0,1,0.0
1000.0,77,29,Boa Vista,1,Curitiba,2948451025,100.0,1,3,-25.39044952392578,-49.25151062011719,1,0,175000.0
1250.0,51,40,Boa Vista,1,Curitiba,2948827628,315.0,1,1,-25.3879597,-49.243081,1,0,0.0
1200.0,35,30,Alto da Glória,1,Curitiba,2948657086,275.0,0,40,-25.4208112,-49.2583171,1,0,0.0
950.0,40,40,Campo Comprido,1,Curitiba,2948696146,200.0,1,NaN,-25.4505551,-49.3160552,1,1,0.0
5500.0,141,103,Batel,3,Curitiba,2948717842,1420.0,2,10,-25.438744,-49.29294629999998,2,1,0.0
1750.0,27,27,Alto da XV,1,Curitiba,2948680121,384.0,0,1,-25.4271538,-49.2488975,1,0,0.0
3300.0,215,180,Batel,4,Curitiba,2939457366,650.0,2,25,-25.441497802734375,-49.2757453918457,4,1,0.0
1300.0,127,127,Centro,0,Curitiba,2948417775,505.0,3,NaN,-25.4294969,-49.2698039,0,48,0.0
2950.0,133,133,Água Verde,2,Curitiba,2927046600,609.0,2,NaN,-25.4519511,-49.2948874,0,7,0.0
2650.0,164,103,Portão,1,Curitiba,2941285745,498.0,2,4,-25.4681248,-49.2936908,2,1,0.0
1150.0,30,30,Centro,1,Curitiba,2948680106,495.0,0,13,-25.4351674,-49.2754909,1,0,0.0
1500.0,98,66,Ecoville,2,Curitiba,2948613560,350.0,0,7,-25.440898895263672,-49.351646423339844,2,1,320000.0
995.0,60,60,Pilarzinho,1,Curitiba,2948517899,0.0,1,NaN,-25.3823364,-49.2863569,1,0,0.0
2300.0,166,166,Centro,3,Curitiba,2948626378,1027.0,2,NaN,-25.4289399,-49.2630364,3,1,0.0
1150.0,35,35,Prado Velho,1,Curitiba,2939906381,300.0,0,NaN,-25.4200382232666,-49.265098571777344,1,0,0.0
1300.0,99,77,Portão,1,Curitiba,2947773145,570.0,1,NaN,-25.472843170166016,-49.305877685546875,2,0,315000.0
1200.0,78,60,Tingui,2,Curitiba,2947947527,350.0,1,5,-25.389890859640317,-49.207599123803675,2,1,0.0
650.0,28,20,Bacacheri,1,Curitiba,2939931528,280.0,0,3,-25.39229965209961,-49.23456954956055,1,0,0.0
1500.0,160,110,Portão,1,Curitiba,2947377325,698.0,1,20,-25.468488,-49.2917502,3,1,0.0
4300.0,148,71,Batel,1,Curitiba,2948551408,600.0,2,NaN,-25.4397193,-49.2882227,2,1,0.0
1500.0,35,28,Centro,1,Curitiba,2931010883,360.0,0,4,-25.4365618,-49.26605740000002,1,0,1500.0
2900.0,58,58,Centro,1,Curitiba,2948680074,1212.0,0,16,-25.4351674,-49.2754909,1,0,0.0
2100.0,30,30,Centro,1,Curitiba,2948851697,310.0,0,6,-25.4351674,-49.2754909,1,0,0.0
1760.0,128,128,Centro,2,Curitiba,2948745740,920.0,0,NaN,-25.4373274,-49.2789881,3,0,0.0
1650.0,50,50,Centro,1,Curitiba,2948333485,500.0,1,NaN,-25.435827,-49.277077,1,1,0.0
2275.0,110,110,Batel,2,Curitiba,2948680131,1022.0,1,NaN,-25.4429635,-49.2889554,2,1,0.0
1100.0,77,64,Santa Cândida,1,Curitiba,2948684744,307.0,1,NaN,-25.378389358520508,-49.231719970703125,3,0,0.0
750.0,58,58,Novo Mundo,1,Curitiba,2948688671,500.0,1,NaN,-25.4903837,-49.2975914,3,0,0.0
1500.0,60,40,Cristo Rei,1,Curitiba,2937079545,350.0,0,1,-25.4349859,-49.254983100000004,1,0,0.0
1200.0,55,35,Portão,1,Curitiba,2948730963,250.0,1,1,-25.467947006225586,-49.29207992553711,1,0,0.0
182000.0,56,52,Tingui,1,Curitiba,2947596815,250.0,1,31,-25.3851581,-49.221250199999986,3,0,0.0
14000.0,607,442,Água Verde,1,Curitiba,2945984247,2410.0,4,NaN,-25.4519342,-49.285526000000004,4,4,2750000.0
5500.0,166,89,São Francisco,2,Curitiba,2945381296,1100.0,2,NaN,-25.42725944519043,-49.27910614013672,2,1,0.0
11900.0,397,397,Água Verde,6,Curitiba,2948824274,2300.0,4,NaN,-25.452691,-49.286145,4,4,0.0
800.0,56,45,Centro,1,Curitiba,2947548609,450.0,0,NaN,-25.428789138793945,-49.27333450317383,1,0,180000.0
240000.0,95,57,Novo Mundo,1,Curitiba,2947596760,360.0,1,22,-25.4897289,-49.29495559999998,3,0,0.0
535000.0,70,46,Batel,1,Curitiba,2947363982,769.0,0,3,-25.4421754,-49.287908000000016,1,1,0.0
1950.0,191,191,Água Verde,2,Curitiba,2928344998,1003.0,3,NaN,-25.4496083,-49.2893981,0,24,0.0
1650.0,27,27,Alto da XV,1,Curitiba,2948680077,384.0,0,1,-25.4271538,-49.2488975,1,0,0.0
4000.0,140,77,Água Verde,2,Curitiba,2942968609,450.0,2,5,-25.4564378,-49.287508,2,1,0.0
1250.0,17,17,Prado Velho,1,Curitiba,2948833303,200.0,0,NaN,-25.4537816,-49.2562741,1,1,0.0
2800.0,68,68,Cabral,1,Curitiba,2948924825,650.0,0,NaN,-25.4085313,-49.253403,1,1,0.0
970.0,55,55,Alto Boqueirão,1,Curitiba,2948603202,1.0,3,NaN,-25.5342819,-49.2339288,2,0,0.0
2450.0,65,65,Centro,1,Curitiba,2948930417,1295.0,0,6,-25.4351674,-49.2754909,1,0,0.0
1450.0,30,30,Rebouças,1,Curitiba,2948680075,322.0,0,5,-25.4434404,-49.2678767,1,0,0.0
2300.0,87,87,Cristo Rei,2,Curitiba,2948646359,690.0,2,NaN,-25.4352113,-49.2533793,3,1,0.0
950.0,60,60,Alto Boqueirão,1,Curitiba,2948418019,450.0,1,NaN,-25.5333346,-49.2413537,3,0,0.0
800.0,59,35,Centro,1,Curitiba,2948585438,600.0,1,NaN,-25.435062408447266,-49.26409912109375,1,0,0.0
149900.0,39,26,Centro,1,Curitiba,2948443069,2.0,0,4,-25.4326436,-49.2666569,1,0,0.0
1780.0,144,144,Mercês,1,Curitiba,2944978279,270.0,3,NaN,-25.4312681,-49.2916276,0,42,0.0
2000.0,150,149,Bigorrilho,0,Curitiba,2948426452,870.0,2,15,-25.4366187,-49.299762799999996,3,1,0.0
3500.0,110,110,Cidade Industrial,2,Curitiba,2948687805,732.0,2,7,-25.4506781,-49.355733,3,0,0.0
1030.0,28,28,Barreirinha,1,Curitiba,2948814604,0.0,0,NaN,-25.3718993,-49.2666427,1,1,0.0
600.0,60,60,Pilarzinho,1,Curitiba,2948812634,300.0,2,NaN,-25.388101,-49.2912016,3,0,0.0
600.0,44,44,Cidade Industrial,1,Curitiba,2947610283,330.0,1,NaN,-25.4843966,-49.3501776,2,0,0.0
800.0,97,60,Centro,1,Curitiba,2947409718,630.0,0,NaN,-25.426198959350586,-49.26936721801758,2,0,0.0
970.0,58,58,Campo Comprido,1,Curitiba,2948400944,350.0,1,NaN,-25.4684475,-49.3253055,3,0,0.0
750.0,34,34,Fanny,1,Curitiba,2948287414,250.0,0,NaN,-25.4745885,-49.2627654,1,0,0.0
1550.0,159,159,Cristo Rei,1,Curitiba,2924943103,630.0,3,NaN,-25.4327284,-49.2530402,0,41,0.0
1090.0,70,70,Pinheirinho,2,Curitiba,2948903790,321.0,1,NaN,-25.5148895,-49.289037,2,1,0.0
700.0,59,54,Atuba,1,Curitiba,2945343911,295.0,1,NaN,-25.385265350341797,-49.216434478759766,3,0,0.0
1200.0,127,127,Água Verde,1,Curitiba,2924770387,865.0,3,NaN,-25.4503004,-49.2866164,0,47,0.0
1300.0,94,94,Campo Comprido,1,Curitiba,2948572034,0.0,1,NaN,-25.4609777,-49.3371019,2,0,0.0
5500.0,380,275,Mercês,1,Curitiba,2947435664,1257.0,3,NaN,-25.4242698,-49.28508139999997,4,1,1380000.0
450.0,44,44,Sítio Cercado,1,Curitiba,2944698512,255.0,1,8,-25.5542636,-49.2486768,2,0,0.0
2850.0,70,70,Centro,2,Curitiba,2948646230,780.0,1,NaN,-25.4391941,-49.2782235,2,1,0.0
1000.0,55,55,Centro,1,Curitiba,2939315364,311.0,0,NaN,-25.4280484,-49.2664502,2,0,0.0
2300.0,93,93,Jardim Botânico,2,Curitiba,2946366196,250.0,2,NaN,-25.4413645,-49.2486019,3,1,0.0
3000.0,112,87,Centro,2,Curitiba,2948767868,720.0,1,3,-25.4404923,-49.2779097,2,1,0.0
1800.0,96,96,Água Verde,3,Curitiba,2948529144,400.0,1,NaN,-25.4533005,-49.2753429,3,1,0.0
900.0,55,55,Santa Felicidade,1,Curitiba,2948766889,75.0,0,NaN,-25.3770207,-49.32861279999999,2,0,0.0
650.0,46,46,Centro,1,Curitiba,2926109346,468.0,1,NaN,-25.4342865,-49.2665367,0,32,0.0
2400.0,115,98,Bigorrilho,2,Curitiba,2944114477,358.0,1,15,-25.4335559,-49.303606100000025,3,1,550000.0
1400.0,51,51,Bigorrilho,1,Curitiba,2948703816,715.0,1,19,-25.4288123,-49.3008406,1,0,0.0
1600.0,47,47,Centro,1,Curitiba,2948901440,938.0,0,16,-25.4351674,-49.2754909,1,1,0.0
3500.0,235,113,Ecoville,2,Curitiba,2947436463,640.0,2,7,-25.44277572631836,-49.34889221191406,3,1,0.0
1050.0,33,21,Centro,1,Curitiba,2942056656,300.0,0,2,-25.43506622314453,-49.266963958740234,1,0,0.0
1600.0,115,92,Água Verde,2,Curitiba,2945621230,776.0,1,NaN,-25.445741653442383,-49.29092025756836,3,0,0.0
4800.0,322,256,Ecoville,5,Curitiba,2948658785,1800.0,4,15,-25.4384076,-49.3330694,4,2,0.0
5800.0,200,160,Champagnat,5,Curitiba,2929177174,1060.0,2,10,-25.431180953979492,-49.29158401489258,3,3,0.0
1950.0,27,27,Mercês,1,Curitiba,2948680122,493.0,0,1,-25.4220894,-49.2918813,1,0,0.0
1295.0,30,30,Centro,1,Curitiba,2948833496,606.0,0,6,-25.4351674,-49.2754909,1,0,0.0
1300.0,130,86,Centro,1,Curitiba,2948075178,570.0,2,NaN,-25.477134704589844,-49.2883415222168,3,0,398000.0
750.0,47,47,Boa Vista,1,Curitiba,2948617246,315.0,1,39,-25.386268,-49.23752,2,0,0.0
1300.0,61,61,Santa Cândida,1,Curitiba,2947577152,0.0,1,NaN,-25.3603626,-49.2316954,2,0,0.0
4000.0,140,77,Água Verde,2,Curitiba,2942968609,450.0,2,5,-25.4564378,-49.287508,2,1,0.0
720.0,64,64,Uberaba,2,Curitiba,2948529225,530.0,1,NaN,-25.475916,-49.239784,2,1,0.0
2700.0,268,268,Alto da XV,3,Curitiba,2948802493,1200.0,2,NaN,-25.4284444,-49.2540598,3,1,0.0
1200.0,69,63,Uberaba,1,Curitiba,2947973939,243.0,1,6,-25.484235763549805,-49.21340560913086,3,0,235000.0
1390.0,70,50,Batel,1,Curitiba,2934686000,395.0,1,2,-25.4448638,-49.27479119999998,1,0,0.0
1980.0,100,100,Batel,1,Curitiba,2926951110,395.0,2,1,-25.444374,-49.27512189999999,1,0,0.0
750.0,53,48,Tatuquara,1,Curitiba,2948357324,330.0,1,6,-25.566797256469727,-49.3166389465332,2,0,149000.0
1600.0,66,34,Centro,1,Curitiba,2948863515,340.0,0,NaN,-25.436012268066406,-49.26236343383789,1,0,0.0
1500.0,30,30,Rebouças,1,Curitiba,2948842238,322.0,0,5,-25.4434404,-49.2678767,1,0,0.0
1649.0,250,250,Centro,2,Curitiba,2948745759,1008.0,1,NaN,-25.4343017,-49.2744048,3,1,0.0
1200.0,30,30,Centro,1,Curitiba,2948680100,618.0,0,6,-25.4351674,-49.2754909,1,0,0.0
1500.0,68,33,Portão,1,Curitiba,2947951905,320.0,1,NaN,-25.470001220703125,-49.2991828918457,1,0,0.0
4500.0,254,170,Ecoville,3,Curitiba,2933071800,220.0,2,NaN,-25.436521530151367,-49.31541442871094,4,1,0.0
2500.0,120,120,Mercês,2,Curitiba,2947545659,780.0,2,14,-25.422646,-49.28472999999997,3,1,650000.0
950.0,72,52,Vila Izabel,1,Curitiba,2948884312,320.0,1,NaN,-25.456491470336914,-49.295005798339844,2,0,0.0
1462.0,82,82,Cristo Rei,2,Curitiba,2948776642,430.0,1,NaN,-25.4333919,-49.2497191,2,1,0.0
1020.0,50,50,Pinheirinho,2,Curitiba,2948768106,345.0,1,NaN,-25.5049148,-49.2934387,2,1,0.0
1200.0,49,35,Centro,1,Curitiba,2948918664,405.0,0,22,-25.43507194519043,-49.263633728027344,2,0,0.0
650.0,12,12,Bigorrilho,1,Curitiba,2935477644,190.0,0,1,-25.4325025,-49.307243400000004,0,0,0.0
1270.0,35,28,Centro,1,Curitiba,1001223363,410.0,0,5,-25.4365618,-49.26605740000002,1,0,1270.0
1800000.0,359,359,Juvevê,4,Curitiba,2946957429,1700.0,3,20,-25.416017532348633,-49.261688232421875,4,1,0.0
3200.0,347,347,Água Verde,5,Curitiba,2948680133,1200.0,2,NaN,-25.4530706,-49.2779229,4,3,0.0
1200.0,50,35,Cristo Rei,1,Curitiba,2937080098,350.0,0,1,-25.4349859,-49.254983100000004,1,0,0.0
580.0,41,41,Sítio Cercado,1,Curitiba,2948663548,0.0,1,NaN,-25.5395011,-49.2590971,1,1,0.0
1250.0,40,40,São Francisco,1,Curitiba,2948297897,450.0,0,NaN,-25.42051,-49.277352,1,1,0.0
4500.0,143,92,Cabral,1,Curitiba,2947642713,597.0,2,NaN,-25.4085206,-49.25368789999999,1,1,890000.0
1350.0,47,32,Centro Cívico,1,Curitiba,2929562420,400.0,0,NaN,-25.42068099975586,-49.267601013183594,1,0,0.0
955.0,58,58,Jardim das Américas,1,Curitiba,2948517808,0.0,2,NaN,-25.4579428,-49.2243478,1,0,0.0
1250.0,30,30,Jardim Botânico,1,Curitiba,2948761367,0.0,0,NaN,-25.4395303,-49.2427489,1,1,0.0
1100.0,30,30,Vila Izabel,1,Curitiba,2948663573,280.0,0,NaN,-25.4587409,-49.2909761,1,0,0.0
1500.0,30,30,Rebouças,1,Curitiba,2948842238,322.0,0,5,-25.4434404,-49.2678767,1,0,0.0
750.0,53,48,Tatuquara,1,Curitiba,2948357324,330.0,1,6,-25.566797256469727,-49.3166389465332,2,0,149000.0
1490.0,26,26,Rebouças,1,Curitiba,2947846076,247.0,0,NaN,-25.4419324,-49.2729613,1,1,0.0
790.0,42,42,Capão Raso,1,Curitiba,2948866179,370.0,1,NaN,-25.504322,-49.2975614,2,0,0.0
1900.0,124,84,Santo Inácio,2,Curitiba,2936066545,550.0,1,NaN,-25.422386169433594,-49.31961441040039,3,1,420000.0
1070.0,29,29,Centro,1,Curitiba,2948776781,605.0,0,NaN,-25.4373606,-49.279611,1,1,0.0
1000.0,90,60,Atuba,1,Curitiba,2948795156,464.0,0,10,-25.387861251831055,-49.212772369384766,2,0,235000.0
1390.0,70,50,Batel,1,Curitiba,2934686000,395.0,1,2,-25.4448638,-49.27479119999998,1,0,0.0
2000.0,105,80,Mercês,2,Curitiba,2948773891,600.0,2,20,-25.424339294433594,-49.281532287597656,2,1,520000.0
829.0,30,30,Pilarzinho,1,Curitiba,2948517780,0.0,0,NaN,-25.3823364,-49.2863569,1,0,0.0
1200.0,76,76,Cabral,1,Curitiba,2948641062,298.0,2,NaN,-25.4092702,-49.2515755,0,39,0.0
1200.0,102,63,Portão,1,Curitiba,2945437318,615.0,1,20,-25.4200382232666,-49.265098571777344,2,0,0.0
1800.0,96,96,Água Verde,3,Curitiba,2948529144,400.0,1,NaN,-25.4533005,-49.2753429,3,1,0.0
950.0,72,62,Santa Cândida,1,Curitiba,2947377462,380.0,1,4,-25.3833523,-49.23465250000004,2,0,0.0
1030.0,28,28,Barreirinha,1,Curitiba,2948814601,0.0,0,NaN,-25.3718993,-49.2666427,1,1,0.0
3900.0,352,248,Batel,5,Curitiba,2948263273,1700.0,2,21,-25.4443472,-49.2878166,4,2,0.0
7000.0,150,150,Cristo Rei,4,Curitiba,2948680127,840.0,3,14,-25.43308,-49.2441663,3,1,0.0
1700.0,34,34,Centro,1,Curitiba,2948626306,330.0,1,NaN,-25.4272755,-49.2633199,1,0,0.0
1000.0,84,84,Centro,1,Curitiba,2947581504,550.0,1,34,-25.4316262,-49.261017100000004,2,0,270000.0
1250.0,30,30,Jardim Botânico,1,Curitiba,2948761367,0.0,0,NaN,-25.4395303,-49.2427489,1,1,0.0
1600.0,125,85,Batel,3,Curitiba,2934460861,550.0,1,20,-25.4335829,-49.291329899999994,3,1,0.0
760.0,42,42,Alto Boqueirão,1,Curitiba,2948739615,0.0,0,NaN,-25.5316655,-49.2382523,2,0,0.0
